course,year,skill,self_rating,projects_completed,level
M.Sc Data Science,2,Apache Spark,5,0,Advanced
B.Tech EEE,3,Backup and Recovery,5,0,Advanced
B.Tech Mechanical,4,System Design,2,0,Beginner
M.Sc Computer Science,4,Database Administration,5,6,Advanced
B.Tech ECE,1,Testing,2,2,Beginner
B.Tech IT,2,Linux,4,5,Advanced
B.Tech EEE,1,OpenCV,5,0,Advanced
B.Sc Mathematics,3,MySQL,5,6,Advanced
B.Tech EEE,4,Apache Spark,2,1,Intermediate
M.Sc Computer Science,3,Linux,4,0,Advanced
B.Sc Information Technology,1,OpenCV,1,1,Beginner
B.Tech Mechanical,3,Calculus,4,4,Intermediate
B.Sc Information Technology,3,Algorithms,3,1,Intermediate
MCA,1,PyTorch,3,1,Intermediate
BBA,3,REST API,5,3,Advanced
M.Sc Statistics,3,Linear Algebra,1,1,Beginner
MBA,4,Cryptography,3,4,Intermediate
B.Com,4,Business Analysis,5,6,Advanced
BBA,3,PostgreSQL,5,3,Advanced
B.Tech Mechanical,1,Calculus,5,2,Advanced
B.Sc Computer Science,4,Excel,5,1,Advanced
M.Tech,2,Statistics,4,3,Advanced
B.Tech ECE,3,Terraform,5,6,Advanced
B.Tech Civil,3,Web Security,1,3,Beginner
B.Com,3,Scikit-learn,3,0,Intermediate
B.Sc Data Science,3,Tableau,4,0,Intermediate
B.Sc Mathematics,3,Research,4,0,Advanced
B.Tech Civil,4,Communication,1,2,Beginner
MCA,2,Web Security,4,5,Advanced
B.Tech Mechanical,1,System Design,2,1,Intermediate
BBA,2,PostgreSQL,5,4,Advanced
B.Tech ECE,1,Linear Algebra,4,2,Advanced
B.Tech AI & ML,2,Data Visualization,1,4,Intermediate
B.Tech CSE,1,Database Administration,3,0,Intermediate
B.Tech IT,1,Database Security,2,6,Advanced
M.Sc Computer Science,4,Cybersecurity,1,3,Beginner
B.Com,1,SIEM,1,5,Intermediate
B.Tech ECE,4,Kubernetes,4,0,Advanced
B.Sc Mathematics,1,Research,2,4,Intermediate
B.Tech EEE,3,Transformers,5,0,Advanced
B.Tech EEE,1,MySQL,4,4,Advanced
B.Tech IT,2,Database Security,3,0,Intermediate
B.Tech Civil,4,Incident Response,3,4,Advanced
BBA,4,Product Analytics,4,1,Advanced
M.Sc Data Science,2,Database Security,2,2,Beginner
B.Tech Data Science,3,Tableau,1,0,Beginner
B.Tech EEE,2,Communication,5,6,Advanced
B.Sc Statistics,4,Excel,1,0,Beginner
B.Tech EEE,2,CI/CD,3,1,Intermediate
B.Tech AI & ML,4,Docker,3,3,Advanced
B.Tech IT,1,Tableau,3,5,Advanced
B.Tech AI & ML,3,Git,5,2,Advanced
M.Tech,2,Git,1,5,Intermediate
B.Tech ECE,2,SIEM,1,1,Beginner
BBA,4,ETL,2,5,Intermediate
MBA,1,A/B Testing,3,3,Intermediate
B.Tech EEE,2,Machine Learning,1,1,Beginner
B.Sc Data Science,2,SQL,3,3,Intermediate
M.Sc Computer Science,3,Cybersecurity,1,0,Beginner
M.Tech,2,Kubernetes,3,6,Advanced
B.Sc Data Science,3,Pandas,5,6,Advanced
B.Tech Mechanical,2,AWS,4,4,Advanced
B.Sc Information Technology,2,Database Administration,1,0,Beginner
B.Sc Mathematics,3,AWS,5,3,Advanced
B.Tech AI & ML,1,Networking,3,3,Intermediate
B.Sc Computer Science,2,Calculus,3,0,Intermediate
B.Sc Computer Science,1,Data Warehousing,1,4,Intermediate
B.Tech Data Science,3,NumPy,1,1,Beginner
B.Tech Civil,1,Calculus,2,3,Intermediate
B.Sc Data Science,1,Backup and Recovery,2,0,Intermediate
B.Sc Information Technology,3,Tableau,3,6,Advanced
B.Sc Information Technology,2,Machine Learning,2,2,Intermediate
B.Sc Computer Science,4,Data Warehousing,2,0,Intermediate
MBA,3,SQL,5,2,Advanced
B.Sc Mathematics,2,PostgreSQL,4,5,Advanced
B.Tech EEE,2,Testing,5,0,Advanced
B.Tech CSE,4,REST API,3,3,Intermediate
BCA,1,Data Warehousing,2,2,Intermediate
B.Sc Statistics,3,Linear Algebra,2,1,Intermediate
M.Sc Data Science,1,Database Security,4,4,Advanced
BCA,1,Statistics,2,0,Beginner
M.Sc Statistics,1,ETL,3,3,Intermediate
MBA,2,OOP,4,6,Advanced
B.Tech CSE,4,Data Visualization,2,1,Intermediate
B.Tech CSE,2,Linux,2,6,Intermediate
M.Sc Statistics,2,Linux,3,5,Advanced
B.Sc Statistics,3,Cryptography,1,1,Beginner
B.Tech ECE,4,Linux,5,6,Advanced
B.Com,1,Data Warehousing,4,4,Advanced
M.Tech,3,FastAPI,2,6,Intermediate
B.Tech ECE,3,ETL,3,1,Intermediate
MCA,4,Pandas,4,2,Advanced
B.Sc Statistics,4,System Design,1,0,Beginner
M.Sc Data Science,1,Pandas,1,0,Beginner
B.Sc Statistics,1,Pandas,5,5,Advanced
M.Sc Data Science,3,SQL,1,2,Beginner
B.Sc Data Science,1,Docker,1,2,Beginner
B.Tech EEE,2,Linux,3,5,Advanced
B.Tech IT,3,Docker,4,6,Advanced
M.Sc Statistics,3,Backup and Recovery,3,0,Intermediate
MCA,1,Computer Vision,4,1,Intermediate
B.Sc Computer Science,4,Statistics,1,3,Intermediate
MCA,4,FastAPI,1,4,Beginner
M.Tech,3,Linear Algebra,4,0,Intermediate
B.Com,1,Communication,2,1,Intermediate
B.Tech ECE,2,Research,5,4,Advanced
M.Tech,2,Product Analytics,3,4,Advanced
M.Sc Data Science,3,Research,1,1,Beginner
B.Sc Information Technology,3,NumPy,2,5,Intermediate
BBA,1,Business Analysis,3,6,Advanced
B.Tech CSE,3,MySQL,2,6,Intermediate
B.Tech ECE,1,SIEM,5,4,Advanced
B.Sc Information Technology,2,Data Warehousing,5,2,Advanced
M.Sc Statistics,3,Database Administration,3,1,Intermediate
MCA,3,ETL,1,0,Beginner
MBA,4,REST API,2,2,Intermediate
B.Tech CSE,3,Incident Response,4,1,Intermediate
B.Tech ECE,4,Power BI,3,3,Intermediate
M.Sc Computer Science,1,Business Analysis,3,5,Advanced
BBA,2,Cryptography,4,1,Intermediate
B.Tech CSE,4,Linear Algebra,1,4,Beginner
M.Sc Statistics,3,Linux,3,3,Intermediate
M.Sc Computer Science,2,Calculus,1,2,Beginner
B.Tech Mechanical,3,SQL,3,0,Intermediate
BCA,4,Machine Learning,5,5,Advanced
B.Sc Information Technology,3,Business Analysis,1,4,Intermediate
B.Sc Information Technology,2,AWS,5,5,Advanced
B.Sc Computer Science,3,Calculus,3,2,Intermediate
M.Sc Data Science,2,Excel,3,4,Intermediate
MBA,4,Database Security,2,0,Beginner
M.Sc Statistics,3,Incident Response,3,2,Intermediate
MBA,4,Computer Vision,1,3,Intermediate
MCA,4,SQL,1,4,Beginner
M.Sc Statistics,4,Apache Spark,5,5,Advanced
B.Sc Computer Science,4,Data Warehousing,5,5,Advanced
M.Sc Data Science,2,Testing,4,2,Intermediate
B.Sc Mathematics,1,System Design,2,0,Intermediate
MBA,1,NumPy,4,4,Advanced
B.Sc Mathematics,3,SIEM,1,6,Beginner
B.Com,1,OOP,2,1,Intermediate
MCA,4,Data Visualization,3,0,Intermediate
B.Com,4,Communication,4,6,Advanced
B.Tech Civil,1,Algorithms,5,4,Advanced
B.Sc Mathematics,3,Data Structures,1,0,Beginner
BCA,2,Linear Algebra,2,5,Advanced
MCA,3,Business Analysis,5,6,Advanced
B.Tech EEE,1,ETL,3,3,Advanced
B.Tech Civil,1,Machine Learning,4,0,Intermediate
M.Sc Statistics,2,Terraform,4,0,Intermediate
M.Tech,4,Database Administration,5,6,Advanced
B.Tech CSE,3,Linear Algebra,1,6,Beginner
B.Sc Data Science,3,Web Security,2,3,Intermediate
B.Tech CSE,3,Cybersecurity,1,4,Intermediate
MCA,4,Terraform,2,0,Beginner
BBA,3,Calculus,5,5,Advanced
B.Tech ECE,1,Docker,5,2,Advanced
BBA,4,OOP,1,5,Intermediate
BBA,1,Scikit-learn,1,0,Beginner
BBA,4,Database Security,2,3,Intermediate
B.Tech CSE,4,Machine Learning,1,2,Beginner
BCA,2,PyTorch,3,4,Advanced
BCA,4,Linux,5,4,Advanced
B.Sc Computer Science,4,Scikit-learn,1,3,Beginner
B.Tech IT,3,FastAPI,4,5,Advanced
MCA,2,NumPy,2,3,Intermediate
B.Sc Computer Science,4,Excel,1,6,Intermediate
B.Com,2,OOP,5,4,Advanced
B.Sc Information Technology,4,REST API,4,2,Intermediate
M.Sc Computer Science,4,Git,2,0,Beginner
B.Com,4,ETL,2,2,Intermediate
B.Tech AI & ML,1,Calculus,4,2,Advanced
MBA,1,Pandas,1,5,Intermediate
M.Sc Computer Science,1,Tableau,4,3,Advanced
M.Sc Computer Science,3,Networking,5,3,Advanced
B.Tech EEE,1,Power BI,5,6,Advanced
BBA,2,SQL,3,0,Intermediate
B.Tech AI & ML,2,ETL,4,0,Intermediate
M.Tech,1,Scikit-learn,1,5,Beginner
M.Sc Statistics,1,Git,1,4,Beginner
MBA,2,Networking,4,0,Intermediate
MBA,1,SQL,5,5,Advanced
B.Sc Data Science,3,Apache Spark,3,1,Intermediate
B.Tech CSE,3,Machine Learning,3,3,Advanced
B.Tech Mechanical,4,Linux,3,0,Intermediate
MBA,3,Machine Learning,2,1,Intermediate
B.Sc Data Science,3,Cybersecurity,1,4,Beginner
BBA,2,Communication,5,1,Advanced
B.Sc Computer Science,1,Kubernetes,2,4,Intermediate
B.Tech AI & ML,3,Data Warehousing,5,2,Advanced
M.Sc Computer Science,2,Algorithms,5,4,Advanced
B.Tech ECE,1,Networking,1,4,Intermediate
B.Sc Statistics,1,OpenCV,1,4,Intermediate
MCA,3,Computer Vision,5,0,Advanced
B.Tech EEE,4,Python,5,6,Advanced
M.Sc Computer Science,4,Algorithms,3,4,Advanced
MBA,3,Apache Spark,2,2,Intermediate
BBA,2,NumPy,3,1,Intermediate
B.Sc Statistics,1,Apache Spark,2,6,Intermediate
MBA,1,System Design,4,0,Intermediate
MCA,4,PostgreSQL,2,5,Intermediate
MBA,2,Networking,5,1,Advanced
B.Sc Data Science,1,Tableau,4,5,Advanced
B.Tech AI & ML,3,Algorithms,4,2,Advanced
MBA,4,Data Structures,2,6,Intermediate
B.Sc Computer Science,4,System Design,3,5,Intermediate
B.Tech EEE,2,Docker,4,4,Intermediate
B.Tech CSE,3,Networking,1,5,Intermediate
B.Tech EEE,2,Statistics,5,6,Advanced
B.Tech Data Science,2,Product Analytics,1,0,Beginner
B.Tech Civil,4,Python,1,1,Beginner
B.Sc Mathematics,2,Product Analytics,3,0,Intermediate
B.Tech ECE,3,Research,3,0,Intermediate
B.Tech Civil,3,Communication,5,6,Advanced
M.Sc Statistics,2,REST API,3,0,Intermediate
M.Tech,2,Deep Learning,2,0,Beginner
B.Tech Mechanical,2,Research,1,3,Intermediate
B.Sc Data Science,3,MySQL,3,6,Advanced
B.Tech Data Science,1,Terraform,2,0,Beginner
B.Sc Data Science,4,OOP,4,5,Advanced
BBA,2,Cryptography,2,4,Intermediate
BBA,4,REST API,1,4,Intermediate
B.Tech Civil,3,Computer Vision,3,1,Intermediate
M.Tech,1,Research,5,6,Advanced
BBA,4,Incident Response,3,1,Intermediate
B.Tech IT,3,Data Structures,4,0,Intermediate
B.Tech EEE,1,Kubernetes,4,0,Intermediate
B.Tech Civil,4,Docker,1,3,Intermediate
B.Sc Statistics,4,REST API,1,0,Beginner
B.Sc Information Technology,3,Pandas,3,3,Intermediate
M.Sc Statistics,3,Deep Learning,1,5,Intermediate
B.Sc Information Technology,3,Backup and Recovery,2,4,Intermediate
B.Com,2,Python,1,2,Beginner
B.Tech CSE,1,Computer Vision,5,4,Advanced
B.Sc Statistics,2,Data Warehousing,5,3,Advanced
B.Sc Statistics,4,PyTorch,3,6,Advanced
B.Com,4,AWS,2,5,Intermediate
B.Tech AI & ML,1,A/B Testing,3,3,Advanced
B.Tech Data Science,2,Product Analytics,5,0,Advanced
B.Com,2,Linux,3,6,Advanced
M.Sc Statistics,3,OOP,3,4,Intermediate
B.Tech ECE,1,SQL,1,1,Beginner
B.Sc Computer Science,4,Database Security,1,5,Beginner
BCA,2,OOP,3,0,Intermediate
B.Sc Computer Science,3,Networking,1,1,Beginner
B.Tech Civil,3,Kubernetes,4,5,Advanced
B.Tech AI & ML,2,Power BI,3,0,Beginner
M.Tech,4,SIEM,4,2,Intermediate
B.Com,3,FastAPI,4,2,Advanced
B.Tech ECE,3,AWS,2,2,Beginner
M.Tech,2,Docker,4,0,Intermediate
M.Sc Statistics,2,PostgreSQL,4,0,Intermediate
BCA,2,Linear Algebra,2,3,Intermediate
B.Tech Mechanical,1,Apache Spark,1,3,Beginner
M.Sc Computer Science,2,OpenCV,4,4,Advanced
B.Tech IT,1,SIEM,5,1,Advanced
B.Tech Civil,2,Database Security,3,1,Intermediate
B.Sc Data Science,1,Data Visualization,3,6,Intermediate
BCA,4,Calculus,5,1,Advanced
B.Tech ECE,2,OOP,3,6,Advanced
B.Tech EEE,4,Linux,3,3,Intermediate
B.Tech IT,4,Research,2,3,Intermediate
BCA,2,Business Analysis,4,2,Advanced
M.Tech,3,OOP,1,3,Beginner
B.Com,3,Research,2,6,Intermediate
BBA,2,Web Security,3,2,Advanced
B.Tech ECE,4,Database Security,2,2,Intermediate
B.Sc Statistics,3,Incident Response,2,6,Intermediate
B.Sc Data Science,3,OpenCV,4,6,Advanced
MCA,4,OpenCV,2,4,Intermediate
BBA,2,Tableau,3,4,Intermediate
M.Tech,2,Web Security,2,6,Intermediate
B.Sc Mathematics,4,SQL,1,5,Intermediate
B.Com,4,ETL,1,4,Intermediate
BCA,3,Database Security,5,4,Advanced
B.Sc Mathematics,4,Data Visualization,3,1,Intermediate
M.Tech,2,Transformers,3,0,Intermediate
B.Tech CSE,1,Statistics,2,4,Intermediate
M.Tech,2,Incident Response,3,6,Advanced
B.Sc Mathematics,1,CI/CD,4,1,Advanced
B.Sc Statistics,4,Apache Spark,2,1,Beginner
B.Tech IT,4,Web Security,1,0,Beginner
B.Sc Information Technology,2,Machine Learning,2,3,Intermediate
M.Sc Computer Science,3,Scikit-learn,5,0,Advanced
B.Sc Statistics,3,ETL,2,4,Intermediate
B.Sc Computer Science,2,OOP,1,3,Intermediate
B.Tech ECE,3,Computer Vision,5,1,Advanced
MBA,1,REST API,5,3,Advanced
B.Tech Civil,4,Deep Learning,1,5,Beginner
B.Sc Information Technology,1,Cryptography,3,0,Intermediate
MCA,1,SQL,2,1,Beginner
B.Sc Data Science,4,A/B Testing,2,1,Intermediate
M.Sc Data Science,1,Product Analytics,3,1,Intermediate
M.Tech,3,Data Structures,4,5,Advanced
BBA,2,Incident Response,5,4,Advanced
B.Tech CSE,2,REST API,1,2,Beginner
B.Sc Data Science,4,AWS,3,5,Advanced
B.Sc Data Science,1,Docker,5,1,Advanced
B.Tech EEE,4,Statistics,1,5,Intermediate
B.Sc Computer Science,3,PyTorch,1,1,Beginner
B.Tech EEE,3,Data Structures,1,1,Beginner
B.Com,1,Testing,2,3,Intermediate
B.Tech ECE,3,Algorithms,4,0,Intermediate
MBA,3,Communication,2,6,Intermediate
B.Sc Statistics,2,Kubernetes,4,4,Advanced
B.Sc Mathematics,1,Data Structures,4,4,Advanced
B.Sc Statistics,4,Tableau,3,5,Intermediate
B.Tech CSE,1,Incident Response,4,0,Intermediate
BCA,3,Docker,2,1,Intermediate
B.Tech Civil,3,Cryptography,5,0,Advanced
M.Sc Computer Science,3,Cybersecurity,5,1,Advanced
M.Sc Computer Science,4,Incident Response,5,3,Advanced
MBA,1,Apache Spark,3,6,Advanced
B.Tech ECE,3,Linear Algebra,4,1,Advanced
M.Tech,3,NumPy,1,0,Beginner
B.Sc Statistics,4,Algorithms,1,0,Beginner
B.Sc Data Science,4,Scikit-learn,3,2,Intermediate
MBA,1,Tableau,3,6,Advanced
B.Com,1,Tableau,3,2,Intermediate
B.Tech Data Science,2,CI/CD,4,6,Advanced
MCA,1,Computer Vision,3,4,Intermediate
M.Sc Data Science,2,Linux,2,1,Intermediate
B.Tech AI & ML,1,Data Visualization,2,4,Intermediate
BCA,2,Python,2,0,Beginner
B.Tech Civil,2,Networking,1,0,Beginner
B.Tech CSE,2,REST API,1,2,Beginner
B.Sc Statistics,2,PostgreSQL,1,4,Beginner
MBA,3,Linux,5,2,Advanced
M.Sc Data Science,3,SIEM,2,0,Intermediate
B.Tech Civil,1,SQL,5,1,Advanced
B.Tech Mechanical,2,Python,2,3,Intermediate
BBA,2,Excel,2,2,Intermediate
M.Tech,3,Database Administration,4,0,Intermediate
M.Sc Data Science,1,Terraform,2,2,Beginner
B.Com,4,Apache Spark,4,0,Advanced
B.Tech EEE,1,NumPy,4,4,Advanced
B.Tech Civil,4,SQL,4,2,Advanced
B.Sc Statistics,2,Calculus,4,3,Advanced
BCA,2,NumPy,2,5,Intermediate
M.Sc Computer Science,2,Data Visualization,4,1,Advanced
B.Tech Data Science,2,Docker,1,3,Beginner
MBA,3,Data Warehousing,5,6,Advanced
B.Com,1,SIEM,1,6,Beginner
B.Sc Mathematics,3,MySQL,1,2,Beginner
B.Sc Information Technology,2,Tableau,5,4,Advanced
M.Sc Data Science,1,Research,4,0,Intermediate
M.Sc Data Science,1,NumPy,2,5,Intermediate
B.Tech IT,4,SQL,2,1,Beginner
B.Sc Mathematics,4,Business Analysis,1,4,Intermediate
B.Com,2,System Design,1,3,Intermediate
M.Sc Statistics,3,PostgreSQL,4,0,Intermediate
B.Tech ECE,3,Statistics,3,6,Advanced
B.Sc Computer Science,4,PyTorch,4,0,Advanced
B.Tech EEE,2,Testing,2,6,Advanced
B.Com,4,Incident Response,4,4,Advanced
B.Tech Data Science,1,Data Structures,1,2,Beginner
B.Sc Computer Science,1,Data Structures,2,2,Intermediate
B.Tech EEE,3,Pandas,2,6,Intermediate
BBA,4,Networking,5,6,Advanced
BBA,2,Python,3,2,Intermediate
M.Sc Statistics,2,Cryptography,3,3,Intermediate
B.Sc Mathematics,4,Research,5,0,Advanced
B.Sc Information Technology,4,System Design,3,2,Advanced
M.Sc Statistics,1,PyTorch,5,0,Advanced
B.Sc Information Technology,1,CI/CD,4,0,Advanced
B.Tech Civil,1,Terraform,1,3,Intermediate
B.Sc Mathematics,4,Database Administration,5,0,Advanced
B.Tech AI & ML,3,Networking,3,5,Advanced
B.Tech ECE,4,Data Structures,5,2,Advanced
MBA,4,PyTorch,1,5,Intermediate
BBA,4,Cybersecurity,5,2,Advanced
B.Sc Information Technology,3,Computer Vision,2,4,Intermediate
BCA,1,Terraform,2,1,Intermediate
B.Tech Mechanical,4,Scikit-learn,4,4,Advanced
M.Sc Statistics,4,MySQL,4,4,Advanced
M.Sc Statistics,1,Cryptography,5,1,Advanced
B.Com,1,FastAPI,5,1,Advanced
MBA,4,ETL,2,6,Intermediate
B.Sc Mathematics,2,Incident Response,4,0,Intermediate
B.Tech Mechanical,3,PyTorch,2,3,Intermediate
MBA,2,Docker,1,0,Beginner
M.Sc Computer Science,3,SIEM,5,1,Advanced
B.Sc Mathematics,3,Incident Response,4,1,Advanced
B.Tech Civil,3,Cybersecurity,1,6,Intermediate
B.Sc Mathematics,3,Incident Response,3,4,Advanced
B.Sc Mathematics,2,Computer Vision,2,0,Beginner
B.Sc Computer Science,4,Transformers,4,3,Advanced
B.Tech Civil,3,Data Warehousing,5,4,Advanced
B.Sc Statistics,2,PyTorch,2,1,Intermediate
B.Tech Data Science,2,Product Analytics,2,0,Beginner
M.Sc Statistics,1,Scikit-learn,1,2,Beginner
B.Tech IT,1,Machine Learning,1,5,Beginner
B.Tech AI & ML,1,Linear Algebra,2,0,Intermediate
B.Sc Mathematics,4,Transformers,1,0,Beginner
MBA,1,Terraform,5,4,Advanced
B.Tech CSE,2,OpenCV,1,0,Beginner
B.Tech EEE,4,OpenCV,1,2,Intermediate
M.Sc Computer Science,1,ETL,1,4,Intermediate
BBA,1,Web Security,3,5,Advanced
MBA,2,Machine Learning,5,5,Advanced
B.Tech ECE,3,Tableau,2,4,Intermediate
M.Sc Computer Science,4,REST API,5,6,Advanced
B.Sc Statistics,4,Linux,2,1,Intermediate
MBA,2,REST API,2,5,Intermediate
B.Tech CSE,1,Docker,1,2,Beginner
B.Sc Data Science,2,Machine Learning,5,1,Intermediate
BBA,4,Transformers,1,6,Intermediate
B.Tech Data Science,2,Web Security,1,1,Beginner
B.Tech Mechanical,4,NLP,5,5,Advanced
B.Tech AI & ML,4,SQL,3,5,Intermediate
B.Com,2,Incident Response,2,4,Intermediate
B.Tech EEE,2,Business Analysis,4,3,Advanced
B.Sc Data Science,3,Incident Response,5,2,Advanced
B.Sc Information Technology,4,Terraform,2,6,Intermediate
B.Tech CSE,3,Web Security,2,5,Intermediate
MBA,4,Web Security,3,6,Advanced
B.Sc Data Science,1,Docker,5,0,Advanced
MBA,1,Docker,4,2,Advanced
M.Tech,3,Linear Algebra,4,6,Advanced
B.Tech AI & ML,1,Python,1,1,Beginner
B.Tech CSE,3,MySQL,2,0,Intermediate
B.Tech Mechanical,3,Excel,2,6,Intermediate
M.Tech,1,AWS,2,3,Intermediate
B.Tech EEE,1,Pandas,1,4,Beginner
M.Tech,4,System Design,1,6,Intermediate
B.Sc Information Technology,4,Product Analytics,3,5,Advanced
MBA,4,System Design,2,5,Intermediate
M.Sc Statistics,2,Calculus,3,4,Intermediate
B.Tech Data Science,4,Database Security,5,6,Advanced
B.Tech CSE,2,Product Analytics,4,3,Advanced
B.Sc Data Science,3,Algorithms,3,5,Advanced
B.Tech AI & ML,3,FastAPI,4,5,Advanced
B.Sc Information Technology,1,Excel,5,0,Advanced
B.Tech EEE,2,Algorithms,1,1,Beginner
MCA,4,SIEM,4,5,Advanced
B.Sc Data Science,4,Power BI,1,3,Beginner
M.Sc Statistics,1,Linear Algebra,1,6,Intermediate
B.Sc Mathematics,1,Linear Algebra,1,4,Beginner
B.Tech EEE,2,REST API,4,2,Advanced
MCA,4,Computer Vision,2,5,Intermediate
BCA,1,NumPy,1,3,Beginner
MCA,2,Scikit-learn,4,1,Intermediate
MCA,1,MySQL,3,4,Intermediate
B.Tech ECE,1,PyTorch,2,2,Intermediate
B.Com,1,Linear Algebra,4,3,Advanced
M.Sc Statistics,4,MySQL,1,3,Beginner
B.Tech Mechanical,4,Cybersecurity,3,3,Intermediate
BBA,2,NumPy,1,5,Intermediate
B.Com,4,NumPy,4,6,Advanced
B.Tech Mechanical,1,Statistics,3,5,Intermediate
M.Sc Computer Science,2,PostgreSQL,3,2,Advanced
MCA,3,Database Security,1,0,Beginner
M.Tech,1,Apache Spark,3,5,Intermediate
MBA,3,Database Security,3,0,Intermediate
B.Tech ECE,4,Incident Response,2,4,Intermediate
B.Sc Statistics,1,Docker,2,3,Intermediate
B.Tech ECE,3,MySQL,4,5,Advanced
M.Sc Statistics,3,Database Security,2,1,Beginner
B.Sc Data Science,2,Pandas,1,5,Beginner
B.Sc Statistics,1,Scikit-learn,5,0,Advanced
BBA,3,NumPy,2,0,Beginner
B.Tech AI & ML,1,Power BI,3,2,Intermediate
B.Tech CSE,2,NLP,1,2,Intermediate
B.Tech CSE,2,Linear Algebra,5,1,Advanced
MCA,3,Pandas,3,0,Beginner
B.Tech CSE,1,Transformers,1,3,Beginner
B.Sc Data Science,4,Database Administration,2,5,Intermediate
B.Sc Statistics,2,Transformers,3,0,Intermediate
B.Tech Civil,3,Communication,4,5,Advanced
B.Sc Mathematics,1,Linux,2,5,Intermediate
B.Tech AI & ML,1,FastAPI,2,0,Intermediate
B.Tech Mechanical,4,Research,3,5,Advanced
M.Sc Statistics,4,PostgreSQL,1,5,Intermediate
B.Tech AI & ML,1,A/B Testing,4,4,Advanced
B.Tech Data Science,2,Git,5,4,Advanced
MBA,1,Linear Algebra,1,1,Beginner
M.Sc Statistics,2,Apache Spark,5,2,Advanced
BBA,1,Excel,2,5,Intermediate
MBA,3,Cryptography,3,2,Intermediate
BBA,2,AWS,2,1,Intermediate
B.Sc Information Technology,1,Product Analytics,1,0,Beginner
M.Sc Statistics,3,A/B Testing,1,6,Intermediate
B.Sc Mathematics,3,System Design,2,4,Intermediate
B.Com,4,PostgreSQL,2,3,Intermediate
M.Sc Data Science,1,Cybersecurity,4,0,Intermediate
M.Sc Data Science,3,MySQL,4,3,Advanced
B.Sc Information Technology,2,Calculus,5,1,Advanced
B.Tech EEE,3,Backup and Recovery,3,2,Intermediate
B.Sc Statistics,1,PyTorch,1,0,Beginner
BBA,4,OOP,1,5,Intermediate
B.Tech AI & ML,3,Cryptography,4,4,Advanced
B.Tech EEE,2,Tableau,1,2,Beginner
B.Sc Data Science,2,MySQL,4,4,Advanced
M.Sc Statistics,4,ETL,4,0,Intermediate
B.Tech AI & ML,1,OpenCV,1,5,Intermediate
MBA,2,CI/CD,3,4,Advanced
B.Tech ECE,3,Algorithms,4,2,Intermediate
B.Sc Computer Science,4,Apache Spark,2,2,Intermediate
B.Tech IT,1,OOP,5,0,Advanced
B.Sc Data Science,3,Git,1,3,Beginner
B.Tech IT,1,Computer Vision,1,1,Beginner
MCA,2,Git,3,5,Advanced
B.Sc Mathematics,1,Incident Response,5,2,Advanced
M.Sc Data Science,1,OOP,5,1,Advanced
BCA,2,OpenCV,1,2,Beginner
B.Tech Civil,3,NumPy,1,5,Intermediate
B.Tech ECE,2,Cybersecurity,5,3,Advanced
M.Tech,4,Communication,1,4,Intermediate
B.Tech CSE,3,Statistics,4,5,Advanced
B.Tech AI & ML,2,Python,3,2,Intermediate
M.Tech,3,Networking,1,3,Beginner
B.Tech AI & ML,4,MySQL,3,3,Advanced
B.Tech Mechanical,1,Machine Learning,1,1,Beginner
B.Sc Mathematics,3,PostgreSQL,4,0,Intermediate
B.Tech Mechanical,2,A/B Testing,1,3,Intermediate
B.Sc Data Science,3,Algorithms,4,0,Intermediate
B.Sc Mathematics,1,Backup and Recovery,4,0,Intermediate
M.Tech,1,Computer Vision,4,0,Advanced
B.Tech ECE,2,System Design,1,1,Beginner
BBA,1,Cryptography,5,5,Advanced
M.Tech,3,Data Structures,4,6,Advanced
B.Com,4,Git,5,2,Advanced
B.Tech CSE,3,Scikit-learn,2,4,Intermediate
M.Sc Data Science,1,Excel,5,4,Advanced
B.Tech AI & ML,3,Git,1,1,Beginner
BCA,2,REST API,5,0,Advanced
B.Tech Data Science,2,Database Administration,1,6,Intermediate
B.Tech Civil,2,Terraform,1,4,Beginner
MCA,3,Database Administration,3,1,Intermediate
B.Tech Data Science,1,AWS,2,1,Intermediate
B.Tech Data Science,4,Git,1,6,Intermediate
B.Tech EEE,2,Machine Learning,3,1,Intermediate
B.Com,3,OpenCV,4,1,Intermediate
M.Sc Data Science,1,System Design,5,0,Intermediate
B.Tech ECE,1,Cybersecurity,5,2,Advanced
B.Tech AI & ML,3,PyTorch,4,3,Advanced
B.Tech Mechanical,4,Backup and Recovery,5,6,Advanced
B.Sc Information Technology,4,System Design,1,2,Beginner
M.Sc Statistics,2,Apache Spark,1,1,Beginner
B.Sc Data Science,3,Communication,3,5,Advanced
BBA,1,Calculus,5,5,Advanced
B.Tech Data Science,3,A/B Testing,5,6,Advanced
B.Tech AI & ML,4,Data Warehousing,1,3,Beginner
BBA,1,Cryptography,1,1,Beginner
B.Tech Civil,3,MySQL,3,1,Intermediate
B.Com,3,OpenCV,2,6,Intermediate
B.Tech CSE,1,Kubernetes,3,5,Intermediate
BBA,3,Cryptography,5,0,Intermediate
M.Tech,1,Scikit-learn,1,3,Intermediate
B.Sc Information Technology,4,SIEM,1,3,Intermediate
B.Sc Statistics,1,Docker,4,4,Advanced
M.Sc Computer Science,2,Database Administration,3,5,Advanced
BCA,2,OOP,5,4,Advanced
BBA,4,Tableau,2,1,Beginner
BBA,1,Research,2,2,Intermediate
